Permutation,SkewScore,SatisfiedPairs,DMT12,DMT4,DMT5,DMT15,DMT9,DMT10,DMT6,DMT11,DMT1,DMT3,DMT13,DMT8,DMT2,DMT14
"['Structures', 'Instrumentation', 'Mechanisms', 'Materials', 'Dynamics', 'Thermofluids']",0.465,8,3.745,5.3,3.991,3.213,5.064,2.681,5.154,5.014,4.398,3.065,3.973,5.944,5.685,5.43
"['Structures', 'Mechanisms', 'Materials', 'Instrumentation', 'Dynamics', 'Thermofluids']",0.465,5,3.103,4.348,4.345,2.903,6.259,2.217,5.176,5.036,5.062,1.604,2.999,5.634,5.862,6.426
"['Mechanisms', 'Thermofluids', 'Instrumentation', 'Structures', 'Materials', 'Dynamics']",0.465,6,2.741,2.466,5.149,5.247,4.598,5.036,4.091,8.028,3.598,4.076,3.975,4.54,4.301,5.259
"['Structures', 'Thermofluids', 'Dynamics', 'Instrumentation', 'Materials', 'Mechanisms']",0.465,6,2.334,4.469,4.927,3.431,3.028,4.666,6.527,4.926,3.524,4.769,6.163,4.096,5.291,5.086
"['Dynamics', 'Instrumentation', 'Structures', 'Materials', 'Thermofluids', 'Mechanisms']",0.465,8,2.237,7.797,2.765,6.047,3.119,3.103,3.293,2.914,1.382,6.915,6.751,2.928,6.237,5.545
"['Dynamics', 'Thermofluids', 'Instrumentation', 'Mechanisms', 'Materials', 'Structures']",0.465,7,1.353,6.04,3.761,6.868,2.095,5.036,3.542,4.412,0.821,7.925,7.549,1.763,5.374,5.217
"['Instrumentation', 'Structures', 'Mechanisms', 'Dynamics', 'Thermofluids', 'Materials']",0.464,7,4.116,5.999,3.534,4.79,3.742,3.571,4.017,5.666,3.037,5.309,5.011,5.635,5.235,4.455
"['Structures', 'Thermofluids', 'Mechanisms', 'Instrumentation', 'Materials', 'Dynamics']",0.464,5,2.771,3.221,5.364,3.056,3.902,4.666,6.527,6.237,4.398,3.52,4.915,4.97,4.917,5.149
"['Dynamics', 'Instrumentation', 'Thermofluids', 'Structures', 'Materials', 'Mechanisms']",0.464,7,1.998,7.221,3.155,6.531,2.205,4.217,3.444,3.641,0.903,7.882,7.479,2.449,5.758,5.066
"['Mechanisms', 'Thermofluids', 'Dynamics', 'Materials', 'Instrumentation', 'Structures']",0.464,5,1.851,2.854,4.904,5.88,4.69,4.758,3.571,7.138,3.049,4.401,4.333,3.375,4.693,5.958
"['Dynamics', 'Thermofluids', 'Structures', 'Materials', 'Mechanisms', 'Instrumentation']",0.464,6,0.937,5.7,4.08,5.804,2.617,4.579,4.51,3.727,1.579,6.733,7.269,1.727,5.735,5.841
"['Mechanisms', 'Thermofluids', 'Instrumentation', 'Dynamics', 'Materials', 'Structures']",0.463,5,2.467,2.858,4.875,5.913,4.323,5.036,3.542,7.753,3.049,4.742,4.367,3.991,4.419,5.376
"['Dynamics', 'Structures', 'Materials', 'Thermofluids', 'Mechanisms', 'Instrumentation']",0.463,6,1.328,6.6,3.449,5.039,4.025,2.792,4.27,2.587,2.36,5.203,6.129,2.508,6.516,6.622
"['Mechanisms', 'Instrumentation', 'Structures', 'Materials', 'Thermofluids', 'Dynamics']",0.462,5,3.584,3.948,4.112,4.893,5.813,3.103,3.293,6.955,4.077,3.065,2.902,5.623,5.082,5.738
"['Instrumentation', 'Dynamics', 'Structures', 'Mechanisms', 'Thermofluids', 'Materials']",0.462,7,3.522,7.139,2.94,5.913,2.944,3.571,3.235,4.665,1.849,6.839,6.151,4.446,5.577,4.593
"['Mechanisms', 'Instrumentation', 'Thermofluids', 'Structures', 'Materials', 'Dynamics']",0.462,6,3.345,3.371,4.502,5.376,4.899,4.217,3.444,7.683,3.598,4.032,3.63,5.144,4.603,5.259
"['Mechanisms', 'Thermofluids', 'Structures', 'Materials', 'Dynamics', 'Instrumentation']",0.462,6,2.186,2.132,5.329,4.734,5.114,4.579,4.51,7.473,4.077,3.165,3.701,4.225,4.664,6.019
"['Dynamics', 'Instrumentation', 'Thermofluids', 'Mechanisms', 'Materials', 'Structures']",0.462,7,1.956,6.946,3.114,6.998,2.397,4.217,2.895,4.067,0.821,7.882,7.204,2.367,5.675,5.217
"['Instrumentation', 'Mechanisms', 'Structures', 'Dynamics', 'Thermofluids', 'Materials']",0.461,8,4.057,5.608,3.476,5.454,4.016,3.571,3.235,6.272,2.92,5.309,4.62,5.518,5.118,4.67
"['Structures', 'Thermofluids', 'Instrumentation', 'Mechanisms', 'Dynamics', 'Materials']",0.461,6,2.938,3.811,5.099,3.3,3.188,4.79,6.466,5.997,3.991,4.357,5.566,4.933,4.976,4.819
"['Structures', 'Thermofluids', 'Instrumentation', 'Dynamics', 'Mechanisms', 'Materials']",0.461,6,2.803,4.197,4.964,3.416,2.918,4.79,6.466,5.592,3.721,4.742,5.952,4.663,5.091,4.8
"['Mechanisms', 'Structures', 'Materials', 'Thermofluids', 'Dynamics', 'Instrumentation']",0.461,4,2.577,3.032,4.698,3.968,6.523,2.792,4.27,6.333,4.858,1.635,2.561,5.006,5.446,6.8
"['Dynamics', 'Structures', 'Materials', 'Instrumentation', 'Mechanisms', 'Thermofluids']",0.461,6,1.752,7.236,2.994,5.13,4.238,2.217,3.815,2.344,2.36,5.172,5.887,2.933,6.728,6.622
"['Dynamics', 'Mechanisms', 'Materials', 'Thermofluids', 'Instrumentation', 'Structures']",0.461,7,1.273,5.964,3.304,6.559,4.551,2.971,2.55,3.873,1.892,5.471,5.403,2.219,6.137,6.824
"['Instrumentation', 'Dynamics', 'Mechanisms', 'Structures', 'Thermofluids', 'Materials']",0.46,7,3.486,6.899,2.904,6.321,3.112,3.571,2.756,5.036,1.777,6.839,5.911,4.374,5.505,4.725
"['Structures', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Materials', 'Mechanisms']",0.46,8,3.308,5.93,3.884,3.639,3.515,3.344,5.483,4.37,3.524,4.699,5.607,5.07,5.778,5.086
"['Mechanisms', 'Instrumentation', 'Thermofluids', 'Dynamics', 'Materials', 'Structures']",0.46,5,3.07,3.763,4.228,6.043,4.625,4.217,2.895,7.408,3.049,4.699,4.022,4.595,4.721,5.376
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Materials', 'Thermofluids', 'Structures']",0.46,8,2.16,7.283,2.687,6.921,3.479,3.103,2.265,3.71,1.228,6.915,6.237,2.774,6.083,5.828
"['Mechanisms', 'Dynamics', 'Materials', 'Thermofluids', 'Instrumentation', 'Structures']",0.46,7,1.851,4.311,3.883,6.063,5.708,2.971,2.55,5.607,3.049,3.819,3.751,3.375,5.642,6.907
"['Dynamics', 'Thermofluids', 'Mechanisms', 'Materials', 'Structures', 'Instrumentation']",0.46,5,0.878,5.302,4.02,6.481,2.896,4.579,3.713,4.344,1.46,6.733,6.871,1.608,5.615,6.06
"['Instrumentation', 'Mechanisms', 'Dynamics', 'Structures', 'Thermofluids', 'Materials']",0.459,7,3.818,5.95,3.236,6.036,3.776,3.571,2.756,6.032,2.441,5.891,4.962,5.039,5.221,4.772
"['Structures', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Materials', 'Dynamics']",0.459,7,3.745,4.682,4.32,3.265,4.389,3.344,5.483,5.681,4.398,3.451,4.358,5.944,5.403,5.149
"['Mechanisms', 'Thermofluids', 'Dynamics', 'Materials', 'Structures', 'Instrumentation']",0.459,5,1.788,2.701,4.93,5.701,4.716,4.579,3.713,7.075,3.28,4.132,4.27,3.428,4.835,6.19
"['Dynamics', 'Mechanisms', 'Materials', 'Instrumentation', 'Thermofluids', 'Structures']",0.459,7,1.518,6.331,3.042,6.611,4.674,2.639,2.287,3.733,1.892,5.454,5.263,2.464,6.26,6.824
"['Structures', 'Instrumentation', 'Thermofluids', 'Mechanisms', 'Dynamics', 'Materials']",0.458,6,3.541,4.717,4.452,3.43,3.49,3.971,5.819,5.652,3.991,4.314,5.221,5.537,5.278,4.819
"['Structures', 'Instrumentation', 'Thermofluids', 'Dynamics', 'Mechanisms', 'Materials']",0.458,7,3.406,5.102,4.318,3.545,3.22,3.971,5.819,5.247,3.721,4.699,5.607,5.267,5.393,4.8
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Materials', 'Thermofluids', 'Structures']",0.458,6,3.07,4.682,3.598,6.141,5.299,3.103,2.265,6.441,3.049,4.314,3.636,4.595,5.302,5.958
"['Mechanisms', 'Structures', 'Materials', 'Instrumentation', 'Dynamics', 'Thermofluids']",0.458,4,3.001,3.668,4.243,4.059,6.735,2.217,3.815,6.091,4.858,1.604,2.319,5.43,5.658,6.8
"['Structures', 'Dynamics', 'Materials', 'Mechanisms', 'Thermofluids', 'Instrumentation']",0.458,6,2.143,5.628,3.879,3.464,4.975,2.214,5.245,3.286,3.991,3.165,4.772,4.139,6.494,6.735
"['Mechanisms', 'Dynamics', 'Materials', 'Instrumentation', 'Thermofluids', 'Structures']",0.458,6,2.096,4.679,3.62,6.116,5.83,2.639,2.287,5.467,3.049,3.802,3.611,3.621,5.764,6.907
"['Structures', 'Mechanisms', 'Materials', 'Dynamics', 'Thermofluids', 'Instrumentation']",0.457,4,2.679,4.097,4.414,3.005,6.047,2.214,5.245,4.893,5.062,1.635,3.241,5.21,6.035,6.812
"['Dynamics', 'Instrumentation', 'Structures', 'Materials', 'Mechanisms', 'Thermofluids']",0.457,8,2.336,7.797,2.582,6.104,3.316,2.681,3.012,2.928,1.579,6.633,6.47,3.125,6.434,5.841
"['Structures', 'Dynamics', 'Materials', 'Mechanisms', 'Instrumentation', 'Thermofluids']",0.457,6,2.322,5.896,3.687,3.502,5.065,1.971,5.053,3.184,3.991,3.152,4.67,4.318,6.584,6.735
"['Structures', 'Mechanisms', 'Materials', 'Dynamics', 'Instrumentation', 'Thermofluids']",0.456,5,2.858,4.366,4.223,3.043,6.136,1.971,5.053,4.791,5.062,1.622,3.139,5.389,6.125,6.812
"['Dynamics', 'Thermofluids', 'Structures', 'Instrumentation', 'Materials', 'Mechanisms']",0.456,7,1.263,5.999,3.856,6.031,1.958,4.666,4.385,3.856,1.382,7.37,7.693,1.954,5.75,5.545
"['Mechanisms', 'Instrumentation', 'Structures', 'Materials', 'Dynamics', 'Thermofluids']",0.455,6,3.584,4.229,3.83,5.033,5.813,2.681,3.012,6.674,4.077,3.065,2.902,5.623,5.363,6.019
"['Structures', 'Dynamics', 'Thermofluids', 'Materials', 'Instrumentation', 'Mechanisms']",0.455,8,2.089,5.387,4.193,3.66,3.58,3.335,5.792,3.732,3.524,4.401,5.918,3.851,6.117,6.035
"['Dynamics', 'Mechanisms', 'Materials', 'Thermofluids', 'Structures', 'Instrumentation']",0.455,6,1.21,5.811,3.331,6.38,4.578,2.792,2.692,3.81,2.124,5.203,5.34,2.272,6.279,7.056
"['Structures', 'Mechanisms', 'Thermofluids', 'Materials', 'Instrumentation', 'Dynamics']",0.454,4,2.858,3.19,4.962,3.0,5.118,3.335,5.792,6.039,5.062,2.204,3.721,5.389,5.458,6.145
"['Mechanisms', 'Thermofluids', 'Structures', 'Instrumentation', 'Materials', 'Dynamics']",0.454,7,2.61,2.15,5.203,4.877,4.652,4.666,4.385,7.897,4.077,3.52,3.844,4.649,4.595,5.738
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Materials', 'Structures', 'Thermofluids']",0.454,8,2.276,7.399,2.522,6.781,3.595,2.681,2.215,3.545,1.46,6.633,6.072,3.006,6.314,6.06
"['Mechanisms', 'Dynamics', 'Materials', 'Thermofluids', 'Structures', 'Instrumentation']",0.454,6,1.788,4.159,3.909,5.884,5.734,2.792,2.692,5.544,3.28,3.551,3.688,3.428,5.784,7.138
"['Dynamics', 'Mechanisms', 'Materials', 'Instrumentation', 'Structures', 'Thermofluids']",0.453,6,1.634,6.447,2.876,6.471,4.79,2.217,2.237,3.567,2.124,5.172,5.098,2.696,6.492,7.056
"['Dynamics', 'Structures', 'Materials', 'Mechanisms', 'Thermofluids', 'Instrumentation']",0.453,5,1.463,6.6,3.199,5.116,4.295,2.214,3.884,2.606,2.63,4.817,5.744,2.778,6.786,7.027
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Materials', 'Structures', 'Thermofluids']",0.452,6,3.186,4.798,3.432,6.0,5.415,2.681,2.215,6.276,3.28,4.032,3.471,4.826,5.534,6.19
"['Structures', 'Dynamics', 'Instrumentation', 'Materials', 'Thermofluids', 'Mechanisms']",0.452,5,2.704,6.31,3.534,3.792,3.888,2.5,5.133,3.381,3.524,4.357,5.566,4.466,6.425,6.035
"['Dynamics', 'Instrumentation', 'Structures', 'Thermofluids', 'Materials', 'Mechanisms']",0.452,8,2.237,7.46,2.813,6.24,2.444,3.344,3.341,3.299,1.382,7.3,7.137,2.928,6.237,5.545
"['Mechanisms', 'Dynamics', 'Materials', 'Instrumentation', 'Structures', 'Thermofluids']",0.452,5,2.212,4.795,3.454,5.975,5.946,2.217,2.237,5.302,3.28,3.52,3.446,3.852,5.996,7.138
"['Dynamics', 'Structures', 'Materials', 'Mechanisms', 'Instrumentation', 'Thermofluids']",0.452,5,1.642,6.868,3.007,5.154,4.385,1.971,3.692,2.504,2.63,4.805,5.641,2.957,6.875,7.027
"['Structures', 'Mechanisms', 'Instrumentation', 'Materials', 'Thermofluids', 'Dynamics']",0.451,5,3.473,4.113,4.303,3.132,5.426,2.5,5.133,5.688,5.062,2.16,3.369,6.004,5.766,6.145
"['Mechanisms', 'Structures', 'Materials', 'Dynamics', 'Thermofluids', 'Instrumentation']",0.451,4,2.577,3.417,4.312,4.161,6.523,2.214,3.884,5.948,4.858,1.635,2.561,5.006,5.831,7.186
"['Dynamics', 'Thermofluids', 'Instrumentation', 'Structures', 'Mechanisms', 'Materials']",0.451,7,1.492,6.069,3.654,6.599,1.608,4.79,3.845,4.282,1.1,7.925,7.824,2.042,5.653,5.362
"['Dynamics', 'Thermofluids', 'Mechanisms', 'Instrumentation', 'Materials', 'Structures']",0.451,6,1.186,5.485,3.779,6.905,2.317,4.666,3.357,4.652,1.228,7.37,7.179,1.8,5.596,5.828
"['Mechanisms', 'Instrumentation', 'Structures', 'Thermofluids', 'Materials', 'Dynamics']",0.45,6,3.584,3.611,4.16,5.085,5.139,3.344,3.341,7.341,4.077,3.451,3.287,5.623,5.082,5.738
"['Mechanisms', 'Structures', 'Materials', 'Dynamics', 'Instrumentation', 'Thermofluids']",0.45,3,2.756,3.686,4.121,4.199,6.612,1.971,3.692,5.845,4.858,1.622,2.459,5.185,5.921,7.186
"['Structures', 'Thermofluids', 'Mechanisms', 'Dynamics', 'Materials', 'Instrumentation']",0.45,5,2.347,3.251,5.152,3.298,3.69,4.242,6.315,5.813,4.398,3.551,5.157,4.546,5.371,5.815
"['Structures', 'Thermofluids', 'Dynamics', 'Mechanisms', 'Materials', 'Instrumentation']",0.45,5,2.143,3.833,4.948,3.473,3.283,4.242,6.315,5.202,3.991,4.132,5.739,4.139,5.546,5.786
"['Mechanisms', 'Thermofluids', 'Dynamics', 'Instrumentation', 'Materials', 'Structures']",0.45,5,2.096,2.884,4.689,6.125,4.138,4.666,3.357,7.383,3.049,4.769,4.578,3.621,4.815,5.958
"['Dynamics', 'Structures', 'Thermofluids', 'Materials', 'Instrumentation', 'Mechanisms']",0.45,6,1.409,6.359,3.513,5.312,2.9,3.335,4.432,3.052,2.164,6.053,6.89,2.49,6.409,6.327
"['Mechanisms', 'Thermofluids', 'Instrumentation', 'Structures', 'Dynamics', 'Materials']",0.449,5,2.741,2.501,4.903,5.528,4.105,4.79,3.845,8.028,3.598,4.357,4.256,4.54,4.583,5.54
"['Structures', 'Thermofluids', 'Dynamics', 'Instrumentation', 'Mechanisms', 'Materials']",0.449,6,2.433,4.223,4.779,3.627,2.733,4.42,6.28,5.222,3.721,4.769,6.163,4.293,5.488,5.382
"['Structures', 'Dynamics', 'Thermofluids', 'Materials', 'Mechanisms', 'Instrumentation']",0.449,6,2.008,5.119,4.202,3.678,3.688,3.156,5.703,3.849,3.721,4.132,5.739,3.869,6.225,6.33
"['Dynamics', 'Thermofluids', 'Instrumentation', 'Mechanisms', 'Structures', 'Materials']",0.449,7,1.469,5.91,3.63,6.868,1.719,4.79,3.527,4.528,1.052,7.925,7.665,1.995,5.605,5.449
"['Structures', 'Thermofluids', 'Mechanisms', 'Instrumentation', 'Dynamics', 'Materials']",0.448,5,2.771,3.256,5.118,3.337,3.41,4.42,6.28,6.237,4.398,3.802,5.196,4.97,5.198,5.43
"['Structures', 'Mechanisms', 'Thermofluids', 'Materials', 'Dynamics', 'Instrumentation']",0.448,4,2.679,3.203,4.872,3.103,5.029,3.156,5.703,5.86,5.062,2.217,3.823,5.21,5.65,6.426
"['Dynamics', 'Instrumentation', 'Thermofluids', 'Structures', 'Mechanisms', 'Materials']",0.448,7,2.096,6.974,3.007,6.728,1.91,3.971,3.198,3.937,1.1,7.882,7.479,2.646,5.955,5.362
"['Mechanisms', 'Structures', 'Thermofluids', 'Materials', 'Instrumentation', 'Dynamics']",0.447,5,2.756,2.51,4.86,4.157,5.594,3.335,4.432,7.094,4.858,2.204,3.041,5.185,5.254,6.519
"['Mechanisms', 'Thermofluids', 'Instrumentation', 'Dynamics', 'Structures', 'Materials']",0.447,5,2.582,2.728,4.744,5.913,3.947,4.79,3.527,7.869,3.28,4.742,4.483,4.223,4.651,5.608
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Materials', 'Structures']",0.447,7,2.16,6.946,2.736,7.114,2.804,3.344,2.313,4.096,1.228,7.3,6.623,2.774,6.083,5.828
"['Dynamics', 'Structures', 'Instrumentation', 'Materials', 'Thermofluids', 'Mechanisms']",0.447,7,2.024,7.282,2.853,5.444,3.208,2.5,3.772,2.701,2.164,6.009,6.538,3.106,6.716,6.327
"['Mechanisms', 'Instrumentation', 'Thermofluids', 'Structures', 'Dynamics', 'Materials']",0.446,6,3.345,3.406,4.256,5.657,4.407,3.971,3.198,7.683,3.598,4.314,3.911,5.144,4.884,5.54
"['Dynamics', 'Instrumentation', 'Thermofluids', 'Mechanisms', 'Structures', 'Materials']",0.446,7,2.072,6.816,2.983,6.998,2.021,3.971,2.88,4.183,1.052,7.882,7.32,2.599,5.907,5.449
"['Dynamics', 'Mechanisms', 'Materials', 'Structures', 'Thermofluids', 'Instrumentation']",0.446,5,1.368,5.97,3.104,6.187,4.736,2.214,2.624,3.583,2.441,4.817,5.114,2.589,6.597,7.373
"['Mechanisms', 'Instrumentation', 'Thermofluids', 'Dynamics', 'Structures', 'Materials']",0.445,5,3.186,3.633,4.097,6.043,4.248,3.971,2.88,7.524,3.28,4.699,4.138,4.826,4.952,5.608
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Materials', 'Structures']",0.445,6,3.07,4.345,3.646,6.334,4.625,3.344,2.313,6.827,3.049,4.699,4.022,4.595,5.302,5.958
"['Structures', 'Dynamics', 'Instrumentation', 'Materials', 'Mechanisms', 'Thermofluids']",0.445,5,2.803,6.31,3.351,3.848,4.085,2.078,4.852,3.395,3.721,4.076,5.285,4.663,6.622,6.33
"['Mechanisms', 'Dynamics', 'Materials', 'Structures', 'Thermofluids', 'Instrumentation']",0.445,4,1.947,4.317,3.682,5.692,5.893,2.214,2.624,5.318,3.598,3.165,3.461,3.745,6.101,7.456
"['Dynamics', 'Mechanisms', 'Materials', 'Structures', 'Instrumentation', 'Thermofluids']",0.445,5,1.547,6.238,2.912,6.226,4.826,1.971,2.432,3.481,2.441,4.805,5.011,2.768,6.686,7.373
"['Structures', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Dynamics', 'Materials']",0.444,7,3.745,4.717,4.074,3.546,3.897,3.098,5.237,5.681,4.398,3.732,4.64,5.944,5.685,5.43
"['Structures', 'Mechanisms', 'Instrumentation', 'Materials', 'Dynamics', 'Thermofluids']",0.444,5,3.473,4.395,4.021,3.273,5.426,2.078,4.852,5.406,5.062,2.16,3.369,6.004,6.047,6.426
"['Structures', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Mechanisms', 'Materials']",0.444,7,3.406,5.684,3.736,3.836,3.22,3.098,5.237,4.665,3.721,4.699,5.607,5.267,5.975,5.382
"['Mechanisms', 'Structures', 'Instrumentation', 'Materials', 'Thermofluids', 'Dynamics']",0.444,4,3.371,3.433,4.201,4.289,5.902,2.5,3.772,6.742,4.858,2.16,2.689,5.8,5.562,6.519
"['Mechanisms', 'Dynamics', 'Materials', 'Structures', 'Instrumentation', 'Thermofluids']",0.444,4,2.126,4.586,3.49,5.73,5.982,1.971,2.432,5.215,3.598,3.152,3.359,3.925,6.191,7.456
"['Structures', 'Instrumentation', 'Mechanisms', 'Dynamics', 'Materials', 'Thermofluids']",0.443,6,3.745,5.348,3.654,3.598,4.389,2.344,4.816,5.014,4.398,3.451,4.358,5.944,6.07,5.815
"['Structures', 'Instrumentation', 'Dynamics', 'Mechanisms', 'Materials', 'Thermofluids']",0.443,5,3.541,5.93,3.45,3.773,3.982,2.344,4.816,4.403,3.991,4.032,4.94,5.537,6.245,5.786
"['Dynamics', 'Structures', 'Thermofluids', 'Materials', 'Mechanisms', 'Instrumentation']",0.443,5,1.328,6.091,3.522,5.33,3.007,3.156,4.342,3.169,2.36,5.784,6.711,2.508,6.516,6.622
"['Mechanisms', 'Structures', 'Thermofluids', 'Materials', 'Dynamics', 'Instrumentation']",0.441,5,2.577,2.523,4.77,4.259,5.505,3.156,4.342,6.915,4.858,2.217,3.143,5.006,5.446,6.8
"['Structures', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Materials', 'Mechanisms']",0.441,7,2.334,5.418,3.978,3.905,3.028,3.243,5.578,3.978,3.524,4.769,6.163,4.096,6.24,6.035
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Materials', 'Instrumentation', 'Structures']",0.441,7,1.273,5.455,3.377,6.85,3.533,3.335,2.622,4.455,1.892,6.053,5.985,2.219,6.137,6.824
"['Dynamics', 'Thermofluids', 'Structures', 'Mechanisms', 'Materials', 'Instrumentation']",0.441,6,1.072,5.363,3.877,6.074,2.212,4.242,4.173,4.131,1.849,6.733,7.269,1.997,6.005,6.245
"['Structures', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Materials', 'Dynamics']",0.44,5,3.103,3.221,4.747,3.246,4.566,3.243,5.578,6.285,5.062,2.572,3.966,5.634,5.581,6.145
"['Structures', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Materials', 'Mechanisms']",0.44,7,2.704,5.973,3.582,3.984,3.213,2.741,5.181,3.766,3.524,4.742,5.952,4.466,6.425,6.035
"['Structures', 'Thermofluids', 'Mechanisms', 'Dynamics', 'Instrumentation', 'Materials']",0.44,6,2.526,3.273,4.995,3.477,3.287,4.175,6.158,5.992,4.398,3.819,5.336,4.725,5.461,5.815
"['Structures', 'Thermofluids', 'Dynamics', 'Mechanisms', 'Instrumentation', 'Materials']",0.44,5,2.322,3.855,4.792,3.652,2.88,4.175,6.158,5.381,3.991,4.401,5.918,4.318,5.635,5.786
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Materials', 'Instrumentation', 'Structures']",0.44,6,1.851,3.802,3.955,6.354,4.69,3.335,2.622,6.189,3.049,4.401,4.333,3.375,5.642,6.907
"['Dynamics', 'Thermofluids', 'Structures', 'Instrumentation', 'Mechanisms', 'Materials']",0.44,6,1.362,5.753,3.709,6.228,1.662,4.42,4.139,4.151,1.579,7.37,7.693,2.151,5.947,5.841
"['Mechanisms', 'Thermofluids', 'Structures', 'Dynamics', 'Materials', 'Instrumentation']",0.439,6,2.186,2.18,4.991,5.119,4.44,4.242,4.173,7.473,4.077,3.551,4.086,4.225,5.05,6.404
"['Dynamics', 'Structures', 'Instrumentation', 'Materials', 'Mechanisms', 'Thermofluids']",0.439,7,2.123,7.282,2.67,5.5,3.405,2.078,3.491,2.715,2.36,5.728,6.257,3.303,6.913,6.622
"['Dynamics', 'Thermofluids', 'Mechanisms', 'Structures', 'Materials', 'Instrumentation']",0.439,5,1.036,5.123,3.842,6.481,2.38,4.242,3.694,4.503,1.777,6.733,7.029,1.925,5.933,6.377
"['Structures', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Materials', 'Dynamics']",0.438,5,3.473,3.776,4.351,3.325,4.751,2.741,5.181,6.073,5.062,2.545,3.754,6.004,5.766,6.145
"['Mechanisms', 'Thermofluids', 'Structures', 'Instrumentation', 'Dynamics', 'Materials']",0.438,5,2.61,2.185,4.957,5.158,4.16,4.42,4.139,7.897,4.077,3.802,4.125,4.649,4.877,6.019
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Materials', 'Thermofluids', 'Structures']",0.438,7,1.888,6.378,2.718,6.982,3.841,2.5,1.963,4.103,1.892,6.009,5.634,2.834,6.445,6.824
"['Mechanisms', 'Structures', 'Instrumentation', 'Materials', 'Dynamics', 'Thermofluids']",0.437,3,3.371,3.714,3.919,4.43,5.902,2.078,3.491,6.461,4.858,2.16,2.689,5.8,5.843,6.8
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Materials', 'Thermofluids', 'Structures']",0.437,6,2.467,4.726,3.296,6.486,4.997,2.5,1.963,5.838,3.049,4.357,3.981,3.991,5.949,6.907
"['Mechanisms', 'Thermofluids', 'Dynamics', 'Structures', 'Materials', 'Instrumentation']",0.437,4,1.947,2.522,4.752,5.701,4.2,4.242,3.694,7.233,3.598,4.132,4.429,3.745,5.152,6.507
"['Dynamics', 'Structures', 'Thermofluids', 'Instrumentation', 'Materials', 'Mechanisms']",0.436,6,1.654,6.39,3.298,5.557,2.348,3.243,4.217,3.297,2.164,6.421,7.135,2.736,6.531,6.327
"['Dynamics', 'Thermofluids', 'Mechanisms', 'Instrumentation', 'Structures', 'Materials']",0.436,6,1.302,5.355,3.649,6.905,1.941,4.42,3.342,4.768,1.46,7.37,7.295,2.032,5.827,6.06
"['Dynamics', 'Instrumentation', 'Structures', 'Mechanisms', 'Materials', 'Thermofluids']",0.435,7,2.471,7.46,2.379,6.373,2.911,2.344,2.674,3.332,1.849,6.633,6.47,3.395,6.704,6.245
"['Dynamics', 'Instrumentation', 'Structures', 'Thermofluids', 'Mechanisms', 'Materials']",0.435,7,2.336,7.214,2.665,6.437,2.149,3.098,3.095,3.594,1.579,7.3,7.137,3.125,6.434,5.841
"['Mechanisms', 'Thermofluids', 'Dynamics', 'Instrumentation', 'Structures', 'Materials']",0.435,5,2.212,2.754,4.559,6.125,3.761,4.42,3.342,7.499,3.28,4.769,4.694,3.852,5.047,6.19
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Materials', 'Structures', 'Instrumentation']",0.435,6,1.21,5.302,3.403,6.671,3.56,3.156,2.765,4.391,2.124,5.784,5.922,2.272,6.279,7.056
"['Structures', 'Instrumentation', 'Mechanisms', 'Dynamics', 'Thermofluids', 'Materials']",0.434,5,3.745,5.102,3.689,3.739,3.897,2.52,4.852,5.295,4.398,3.732,4.64,5.944,6.07,5.815
"['Mechanisms', 'Instrumentation', 'Structures', 'Thermofluids', 'Dynamics', 'Materials']",0.434,7,3.584,3.646,3.914,5.367,4.647,3.098,3.095,7.341,4.077,3.732,3.569,5.623,5.363,6.019
"['Structures', 'Instrumentation', 'Dynamics', 'Mechanisms', 'Thermofluids', 'Materials']",0.434,6,3.541,5.684,3.485,3.913,3.49,2.52,4.852,4.684,3.991,4.314,5.221,5.537,6.245,5.786
"['Mechanisms', 'Structures', 'Thermofluids', 'Instrumentation', 'Materials', 'Dynamics']",0.434,6,3.001,2.541,4.645,4.402,5.043,3.243,4.217,7.339,4.858,2.572,3.286,5.43,5.376,6.519
"['Dynamics', 'Structures', 'Instrumentation', 'Thermofluids', 'Materials', 'Mechanisms']",0.434,6,2.024,6.945,2.901,5.636,2.533,2.741,3.821,3.086,2.164,6.394,6.924,3.106,6.716,6.327
