Permutation,SkewScore,SatisfiedPairs,DMT10,DMT4,DMT5,DMT6,DMT11,DMT3,DMT9,DMT12,DMT15,DMT13,DMT14,DMT8,DMT1,DMT2,DMT7
"['Structures', 'Dynamics', 'Materials', 'Instrumentation', 'Mechanisms', 'Thermofluids']",0.427,5,2.217,6.264,3.675,5.176,3.025,3.52,4.918,2.433,3.478,4.915,6.33,4.293,3.721,6.437,7.061
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Materials', 'Instrumentation', 'Structures']",0.427,7,3.335,5.455,3.377,2.622,4.455,6.053,3.533,1.273,6.85,5.985,6.824,2.219,1.892,6.137,7.452
"['Mechanisms', 'Structures', 'Instrumentation', 'Materials', 'Thermofluids', 'Dynamics']",0.426,6,2.5,3.433,4.201,3.772,6.742,2.16,5.902,3.371,4.289,2.689,6.519,5.8,4.858,5.562,5.663
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Structures', 'Materials']",0.426,9,3.098,6.816,2.605,2.299,4.212,7.3,2.428,2.276,7.114,6.738,6.06,3.006,1.46,6.314,5.737
"['Mechanisms', 'Structures', 'Thermofluids', 'Instrumentation', 'Dynamics', 'Materials']",0.425,8,2.997,2.576,4.399,3.971,7.339,2.853,4.55,3.001,4.684,3.567,6.8,5.43,4.858,5.658,4.778
"['Dynamics', 'Mechanisms', 'Materials', 'Thermofluids', 'Instrumentation', 'Structures']",0.425,7,2.971,5.964,3.304,2.55,3.873,5.471,4.551,1.273,6.559,5.403,6.824,2.219,1.892,6.137,8.47
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Materials', 'Structures', 'Thermofluids']",0.424,8,2.681,7.399,2.522,2.215,3.545,6.633,3.595,2.276,6.781,6.072,6.06,3.006,1.46,6.314,6.903
"['Structures', 'Dynamics', 'Thermofluids', 'Mechanisms', 'Materials', 'Instrumentation']",0.424,8,2.819,4.782,4.0,5.366,4.253,4.132,3.283,2.143,3.947,5.739,6.735,4.139,3.991,6.494,5.639
"['Structures', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Dynamics', 'Materials']",0.423,5,2.494,3.811,4.105,4.935,6.073,2.826,4.259,3.473,3.606,4.036,6.426,6.004,5.062,6.047,4.302
"['Structures', 'Mechanisms', 'Materials', 'Dynamics', 'Thermofluids', 'Instrumentation']",0.423,5,2.214,4.097,4.414,5.245,4.893,1.635,6.047,2.679,3.005,3.241,6.812,5.21,5.062,6.035,6.872
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Materials', 'Structures']",0.423,8,3.243,3.833,3.741,2.408,6.434,4.769,4.138,2.096,6.599,4.578,6.907,3.621,3.049,5.764,6.282
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Materials', 'Structures', 'Instrumentation']",0.423,6,3.156,3.65,3.982,2.765,6.126,4.132,4.716,1.788,6.175,4.27,7.138,3.428,3.28,5.784,7.072
"['Structures', 'Mechanisms', 'Thermofluids', 'Dynamics', 'Instrumentation', 'Materials']",0.422,5,2.752,3.273,4.379,5.209,6.039,2.87,3.951,2.858,3.667,4.388,6.812,5.389,5.062,6.125,4.687
"['Mechanisms', 'Structures', 'Materials', 'Instrumentation', 'Dynamics', 'Thermofluids']",0.421,6,2.217,3.668,4.243,3.815,6.091,1.604,6.735,3.001,4.059,2.319,6.8,5.43,4.858,5.658,6.963
"['Structures', 'Dynamics', 'Materials', 'Mechanisms', 'Thermofluids', 'Instrumentation']",0.421,6,2.214,5.628,3.879,5.245,3.286,3.165,4.975,2.143,3.464,4.772,6.735,4.139,3.991,6.494,7.331
"['Dynamics', 'Structures', 'Instrumentation', 'Thermofluids', 'Materials', 'Mechanisms']",0.421,8,2.741,6.945,2.901,3.821,3.086,6.394,2.533,2.024,5.636,6.924,6.327,3.106,2.164,6.716,6.144
"['Mechanisms', 'Dynamics', 'Materials', 'Thermofluids', 'Structures', 'Instrumentation']",0.421,7,2.792,4.159,3.909,2.692,5.544,3.551,5.734,1.788,5.884,3.688,7.138,3.428,3.28,5.784,8.09
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Materials', 'Structures']",0.421,7,3.243,5.485,3.163,2.408,4.7,6.421,2.982,1.518,7.095,6.23,6.824,2.464,1.892,6.26,6.777
"['Structures', 'Mechanisms', 'Instrumentation', 'Materials', 'Dynamics', 'Thermofluids']",0.42,7,2.078,4.395,4.021,4.852,5.406,2.16,5.426,3.473,3.273,3.369,6.426,6.004,5.062,6.047,5.468
"['Structures', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Mechanisms', 'Materials']",0.42,7,2.494,5.727,3.434,4.935,4.062,4.742,2.918,2.803,4.181,5.952,6.33,4.663,3.721,6.622,4.877
"['Structures', 'Dynamics', 'Thermofluids', 'Mechanisms', 'Instrumentation', 'Materials']",0.42,8,2.752,4.804,3.843,5.209,4.432,4.401,2.88,2.322,4.126,5.918,6.735,4.318,3.991,6.584,5.146
"['Mechanisms', 'Dynamics', 'Materials', 'Instrumentation', 'Thermofluids', 'Structures']",0.42,7,2.639,4.679,3.62,2.287,5.467,3.802,5.83,2.096,6.116,3.611,6.907,3.621,3.049,5.764,7.974
"['Dynamics', 'Structures', 'Instrumentation', 'Materials', 'Thermofluids', 'Mechanisms']",0.42,7,2.5,7.282,2.853,3.772,2.701,6.009,3.208,2.024,5.444,6.538,6.327,3.106,2.164,6.716,6.818
"['Dynamics', 'Structures', 'Thermofluids', 'Instrumentation', 'Mechanisms', 'Materials']",0.42,8,2.997,6.144,3.15,3.971,3.593,6.421,2.053,1.752,5.754,7.135,6.622,2.933,2.36,6.728,5.848
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Materials', 'Structures', 'Instrumentation']",0.42,7,3.156,5.302,3.403,2.765,4.391,5.784,3.56,1.21,6.671,5.922,7.056,2.272,2.124,6.279,7.567
"['Mechanisms', 'Structures', 'Thermofluids', 'Dynamics', 'Materials', 'Instrumentation']",0.418,8,2.819,2.571,4.433,4.005,6.915,2.602,4.831,2.577,4.645,3.528,7.186,5.006,4.858,5.831,5.656
"['Dynamics', 'Mechanisms', 'Materials', 'Thermofluids', 'Structures', 'Instrumentation']",0.418,7,2.792,5.811,3.331,2.692,3.81,5.203,4.578,1.21,6.38,5.34,7.056,2.272,2.124,6.279,8.585
"['Mechanisms', 'Instrumentation', 'Structures', 'Dynamics', 'Thermofluids', 'Materials']",0.417,8,2.52,4.031,3.528,2.71,6.955,3.732,4.647,3.584,5.559,3.569,6.404,5.623,4.077,5.749,4.773
"['Structures', 'Mechanisms', 'Materials', 'Dynamics', 'Instrumentation', 'Thermofluids']",0.417,6,1.971,4.366,4.223,5.053,4.791,1.622,6.136,2.858,3.043,3.139,6.812,5.389,5.062,6.125,6.872
"['Structures', 'Dynamics', 'Instrumentation', 'Materials', 'Mechanisms', 'Thermofluids']",0.417,6,2.078,6.31,3.351,4.852,3.395,4.076,4.085,2.803,3.848,5.285,6.33,4.663,3.721,6.622,6.043
"['Dynamics', 'Mechanisms', 'Materials', 'Instrumentation', 'Thermofluids', 'Structures']",0.417,7,2.639,6.331,3.042,2.287,3.733,5.454,4.674,1.518,6.611,5.263,6.824,2.464,1.892,6.26,8.47
"['Mechanisms', 'Instrumentation', 'Structures', 'Dynamics', 'Materials', 'Thermofluids']",0.416,8,2.344,4.277,3.493,2.674,6.674,3.451,5.139,3.584,5.419,3.287,6.404,5.623,4.077,5.749,5.265
"['Structures', 'Dynamics', 'Materials', 'Mechanisms', 'Instrumentation', 'Thermofluids']",0.415,6,1.971,5.896,3.687,5.053,3.184,3.152,5.065,2.322,3.502,4.67,6.735,4.318,3.991,6.584,7.331
"['Dynamics', 'Structures', 'Materials', 'Instrumentation', 'Mechanisms', 'Thermofluids']",0.415,6,2.217,7.236,2.994,3.815,2.344,5.172,4.238,1.752,5.13,5.887,6.622,2.933,2.36,6.728,8.033
"['Mechanisms', 'Structures', 'Materials', 'Dynamics', 'Thermofluids', 'Instrumentation']",0.414,6,2.214,3.417,4.312,3.884,5.948,1.635,6.523,2.577,4.161,2.561,7.186,5.006,4.858,5.831,7.348
"['Mechanisms', 'Structures', 'Instrumentation', 'Thermofluids', 'Dynamics', 'Materials']",0.413,7,2.494,3.131,4.003,3.574,7.128,2.826,4.735,3.371,4.763,3.356,6.8,5.8,4.858,5.843,4.778
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Structures', 'Thermofluids', 'Materials']",0.413,8,2.52,4.374,3.289,2.231,6.716,4.314,4.407,3.345,6.141,3.911,6.507,5.144,3.598,5.851,5.115
"['Mechanisms', 'Structures', 'Thermofluids', 'Dynamics', 'Instrumentation', 'Materials']",0.413,8,2.752,2.593,4.277,3.849,7.094,2.87,4.428,2.756,4.824,3.707,7.186,5.185,4.858,5.921,5.163
"['Dynamics', 'Structures', 'Thermofluids', 'Mechanisms', 'Materials', 'Instrumentation']",0.413,7,2.819,5.753,3.319,4.005,3.573,5.784,2.603,1.463,5.599,6.711,7.027,2.778,2.63,6.786,6.611
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Structures', 'Materials', 'Thermofluids']",0.412,8,2.344,4.62,3.254,2.195,6.434,4.032,4.899,3.345,6.0,3.63,6.507,5.144,3.598,5.851,5.607
"['Dynamics', 'Instrumentation', 'Structures', 'Mechanisms', 'Thermofluids', 'Materials']",0.412,6,2.52,7.214,2.415,2.71,3.614,6.915,2.419,2.471,6.514,6.751,6.245,3.395,1.849,6.704,5.728
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Materials', 'Structures']",0.412,8,2.741,4.388,3.344,2.011,6.223,4.742,4.323,2.467,6.679,4.367,6.907,3.991,3.049,5.949,6.282
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Structures', 'Materials']",0.412,9,2.997,3.703,3.61,2.393,6.55,4.769,3.761,2.212,6.599,4.694,7.138,3.852,3.28,5.996,5.905
"['Mechanisms', 'Structures', 'Instrumentation', 'Materials', 'Dynamics', 'Thermofluids']",0.411,6,2.078,3.714,3.919,3.491,6.461,2.16,5.902,3.371,4.43,2.689,6.8,5.8,4.858,5.843,5.945
"['Dynamics', 'Instrumentation', 'Structures', 'Mechanisms', 'Materials', 'Thermofluids']",0.411,7,2.344,7.46,2.379,2.674,3.332,6.633,2.911,2.471,6.373,6.47,6.245,3.395,1.849,6.704,6.22
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Materials', 'Thermofluids', 'Structures']",0.41,7,2.5,4.726,3.296,1.963,5.838,4.357,4.997,2.467,6.486,3.981,6.907,3.991,3.049,5.949,6.956
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Structures', 'Thermofluids', 'Materials']",0.409,9,2.52,6.974,2.379,2.231,3.985,6.915,2.586,2.435,6.921,6.512,6.377,3.323,1.777,6.632,5.895
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Materials', 'Structures']",0.409,7,2.741,6.04,2.766,2.011,4.488,6.394,3.167,1.888,7.174,6.019,6.824,2.834,1.892,6.445,6.777
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Structures', 'Materials']",0.409,8,2.997,5.355,3.032,2.393,4.816,6.421,2.605,1.634,7.095,6.346,7.056,2.696,2.124,6.492,6.401
"['Dynamics', 'Structures', 'Materials', 'Mechanisms', 'Thermofluids', 'Instrumentation']",0.409,6,2.214,6.6,3.199,3.884,2.606,4.817,4.295,1.463,5.116,5.744,7.027,2.778,2.63,6.786,8.303
"['Mechanisms', 'Structures', 'Materials', 'Dynamics', 'Instrumentation', 'Thermofluids']",0.408,6,1.971,3.686,4.121,3.692,5.845,1.622,6.612,2.756,4.199,2.459,7.186,5.185,4.858,5.921,7.348
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Structures', 'Materials', 'Thermofluids']",0.408,8,2.344,7.221,2.343,2.195,3.704,6.633,3.079,2.435,6.781,6.23,6.377,3.323,1.777,6.632,6.388
"['Dynamics', 'Structures', 'Instrumentation', 'Thermofluids', 'Mechanisms', 'Materials']",0.408,8,2.494,6.699,2.754,3.574,3.381,6.394,2.238,2.123,5.833,6.924,6.622,3.303,2.36,6.913,5.848
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Materials', 'Thermofluids', 'Structures']",0.408,7,2.5,6.378,2.718,1.963,4.103,6.009,3.841,1.888,6.982,5.634,6.824,2.834,1.892,6.445,7.452
"['Dynamics', 'Structures', 'Thermofluids', 'Mechanisms', 'Instrumentation', 'Materials']",0.408,7,2.752,5.776,3.163,3.849,3.752,6.053,2.2,1.642,5.778,6.89,7.027,2.957,2.63,6.875,6.118
"['Mechanisms', 'Dynamics', 'Materials', 'Instrumentation', 'Structures', 'Thermofluids']",0.407,7,2.217,4.795,3.454,2.237,5.302,3.52,5.946,2.212,5.975,3.446,7.138,3.852,3.28,5.996,8.09
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Structures', 'Materials', 'Instrumentation']",0.407,6,2.819,3.471,3.803,2.745,6.285,4.132,4.2,1.947,6.175,4.429,7.456,3.745,3.598,6.101,6.556
"['Dynamics', 'Structures', 'Instrumentation', 'Materials', 'Mechanisms', 'Thermofluids']",0.406,6,2.078,7.282,2.67,3.491,2.715,5.728,3.405,2.123,5.5,6.257,6.622,3.303,2.36,6.913,7.015
"['Dynamics', 'Mechanisms', 'Materials', 'Instrumentation', 'Structures', 'Thermofluids']",0.405,7,2.217,6.447,2.876,2.237,3.567,5.172,4.79,1.634,6.471,5.098,7.056,2.696,2.124,6.492,8.585
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Structures', 'Materials', 'Instrumentation']",0.405,7,2.819,5.123,3.225,2.745,4.55,5.784,3.044,1.368,6.671,6.081,7.373,2.589,2.441,6.597,7.052
"['Dynamics', 'Structures', 'Materials', 'Mechanisms', 'Instrumentation', 'Thermofluids']",0.404,6,1.971,6.868,3.007,3.692,2.504,4.805,4.385,1.642,5.154,5.641,7.027,2.957,2.63,6.875,8.303
"['Structures', 'Mechanisms', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Materials']",0.403,6,1.916,4.197,3.719,4.55,5.688,2.826,4.259,3.473,3.799,4.036,6.812,6.004,5.062,6.432,4.687
"['Mechanisms', 'Dynamics', 'Materials', 'Structures', 'Thermofluids', 'Instrumentation']",0.403,7,2.214,4.317,3.682,2.624,5.318,3.165,5.893,1.947,5.692,3.461,7.456,3.745,3.598,6.101,8.248
"['Structures', 'Mechanisms', 'Instrumentation', 'Dynamics', 'Materials', 'Thermofluids']",0.402,6,1.741,4.443,3.684,4.515,5.406,2.545,4.751,3.473,3.658,3.754,6.812,6.004,5.062,6.432,5.179
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Structures', 'Instrumentation', 'Materials']",0.402,8,2.752,3.494,3.646,2.588,6.464,4.401,3.798,2.126,6.354,4.608,7.456,3.925,3.598,6.191,6.064
"['Dynamics', 'Mechanisms', 'Materials', 'Structures', 'Thermofluids', 'Instrumentation']",0.401,7,2.214,5.97,3.104,2.624,3.583,4.817,4.736,1.368,6.187,5.114,7.373,2.589,2.441,6.597,8.744
"['Structures', 'Dynamics', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Materials']",0.4,7,1.916,5.727,3.184,4.55,4.081,4.357,3.188,2.938,4.258,5.566,6.735,4.933,3.991,6.892,5.146
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Structures', 'Materials']",0.4,9,2.494,4.258,3.214,1.997,6.339,4.742,3.947,2.582,6.679,4.483,7.138,4.223,3.28,6.181,5.905
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Structures', 'Instrumentation', 'Materials']",0.4,8,2.752,5.146,3.068,2.588,4.729,6.053,2.641,1.547,6.85,6.26,7.373,2.768,2.441,6.686,6.559
"['Structures', 'Dynamics', 'Instrumentation', 'Mechanisms', 'Materials', 'Thermofluids']",0.399,7,1.741,5.973,3.148,4.515,3.799,4.076,3.68,2.938,4.118,5.285,6.735,4.933,3.991,6.892,5.639
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Materials', 'Structures', 'Thermofluids']",0.398,7,2.078,4.841,3.13,1.913,5.672,4.076,5.113,2.582,6.345,3.816,7.138,4.223,3.28,6.181,7.072
"['Mechanisms', 'Dynamics', 'Materials', 'Structures', 'Instrumentation', 'Thermofluids']",0.398,7,1.971,4.586,3.49,2.432,5.215,3.152,5.982,2.126,5.73,3.359,7.456,3.925,3.598,6.191,8.248
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Structures', 'Materials']",0.398,8,2.494,5.91,2.635,1.997,4.604,6.394,2.79,2.004,7.174,6.135,7.056,3.066,2.124,6.677,6.401
"['Structures', 'Mechanisms', 'Dynamics', 'Thermofluids', 'Materials', 'Instrumentation']",0.397,5,1.946,3.833,3.954,4.784,5.279,2.602,4.354,2.679,3.779,4.208,7.393,5.21,5.062,6.617,5.761
"['Structures', 'Mechanisms', 'Dynamics', 'Materials', 'Thermofluids', 'Instrumentation']",0.395,6,1.705,4.17,3.905,4.736,4.893,2.217,5.029,2.679,3.586,3.823,7.393,5.21,5.062,6.617,6.436
"['Structures', 'Dynamics', 'Mechanisms', 'Thermofluids', 'Materials', 'Instrumentation']",0.395,7,1.946,4.782,3.621,4.784,4.282,3.551,3.69,2.347,4.064,5.157,7.346,4.546,4.398,6.902,6.046
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Materials', 'Structures', 'Thermofluids']",0.395,7,2.078,6.493,2.552,1.913,3.937,5.728,3.957,2.004,6.841,5.468,7.056,3.066,2.124,6.677,7.567
"['Dynamics', 'Mechanisms', 'Materials', 'Structures', 'Instrumentation', 'Thermofluids']",0.395,6,1.971,6.238,2.912,2.432,3.481,4.805,4.826,1.547,6.226,5.011,7.373,2.768,2.441,6.686,8.744
"['Structures', 'Dynamics', 'Mechanisms', 'Materials', 'Thermofluids', 'Instrumentation']",0.394,7,1.705,5.119,3.573,4.736,3.897,3.165,4.365,2.347,3.871,4.772,7.346,4.546,4.398,6.902,6.72
"['Mechanisms', 'Structures', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Materials']",0.393,7,1.916,3.516,3.617,3.189,6.742,2.826,4.735,3.371,4.956,3.356,7.186,5.8,4.858,6.228,5.163
"['Mechanisms', 'Structures', 'Instrumentation', 'Dynamics', 'Materials', 'Thermofluids']",0.392,8,1.741,3.763,3.582,3.154,6.461,2.545,5.228,3.371,4.815,3.074,7.186,5.8,4.858,6.228,5.656
"['Structures', 'Mechanisms', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Materials']",0.392,6,1.879,3.855,3.797,4.627,5.458,2.87,3.951,2.858,3.958,4.388,7.393,5.389,5.062,6.706,5.269
"['Structures', 'Dynamics', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Materials']",0.39,8,1.879,4.804,3.465,4.627,4.462,3.819,3.287,2.526,4.243,5.336,7.346,4.725,4.398,6.991,5.554
"['Structures', 'Mechanisms', 'Dynamics', 'Materials', 'Instrumentation', 'Thermofluids']",0.389,6,1.462,4.439,3.714,4.544,4.791,2.204,5.118,2.858,3.625,3.721,7.393,5.389,5.062,6.706,6.436
"['Dynamics', 'Structures', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Materials']",0.389,6,1.916,6.699,2.503,3.189,3.401,6.009,2.508,2.257,5.91,6.538,7.027,3.573,2.63,7.183,6.118
"['Structures', 'Dynamics', 'Mechanisms', 'Materials', 'Instrumentation', 'Thermofluids']",0.388,7,1.462,5.387,3.381,4.544,3.795,3.152,4.454,2.526,3.909,4.67,7.346,4.725,4.398,6.991,6.72
"['Dynamics', 'Structures', 'Instrumentation', 'Mechanisms', 'Materials', 'Thermofluids']",0.388,7,1.741,6.945,2.468,3.154,3.119,5.728,3.0,2.257,5.77,6.257,7.027,3.573,2.63,7.183,6.611
"['Mechanisms', 'Structures', 'Dynamics', 'Thermofluids', 'Materials', 'Instrumentation']",0.387,7,1.946,3.153,3.852,3.423,6.333,2.602,4.831,2.577,4.935,3.528,7.767,5.006,4.858,6.413,6.237
"['Mechanisms', 'Structures', 'Dynamics', 'Materials', 'Thermofluids', 'Instrumentation']",0.386,6,1.705,3.49,3.803,3.375,5.948,2.217,5.505,2.577,4.743,3.143,7.767,5.006,4.858,6.413,6.912
"['Structures', 'Mechanisms', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Materials']",0.384,6,1.546,4.223,3.534,4.365,5.318,2.853,4.074,3.103,4.011,4.247,7.393,5.634,5.062,6.829,5.269
"['Dynamics', 'Structures', 'Mechanisms', 'Thermofluids', 'Materials', 'Instrumentation']",0.384,6,1.946,5.753,2.941,3.423,3.602,5.203,3.01,1.667,5.716,6.129,7.637,3.185,3.037,7.193,7.018
"['Structures', 'Mechanisms', 'Dynamics', 'Instrumentation', 'Materials', 'Thermofluids']",0.383,6,1.37,4.469,3.499,4.329,5.036,2.572,4.566,3.103,3.87,3.966,7.393,5.634,5.062,6.829,5.761
"['Structures', 'Dynamics', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Materials']",0.383,8,1.546,5.172,3.202,4.365,4.321,3.802,3.41,2.771,4.295,5.196,7.346,4.97,4.398,7.114,5.554
"['Mechanisms', 'Structures', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Materials']",0.383,7,1.879,3.175,3.695,3.267,6.512,2.87,4.428,2.756,5.115,3.707,7.767,5.185,4.858,6.502,5.745
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Structures', 'Thermofluids', 'Materials']",0.383,9,1.916,4.417,2.987,1.929,6.112,4.357,4.105,2.741,6.486,4.256,7.456,4.54,3.598,6.498,6.064
"['Structures', 'Dynamics', 'Mechanisms', 'Instrumentation', 'Materials', 'Thermofluids']",0.382,7,1.37,5.418,3.167,4.329,4.04,3.52,3.902,2.771,4.155,4.915,7.346,4.97,4.398,7.114,6.046
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Structures', 'Materials', 'Thermofluids']",0.382,7,1.741,4.663,2.952,1.894,5.831,4.076,4.598,2.741,6.345,3.975,7.456,4.54,3.598,6.498,6.556
"['Dynamics', 'Structures', 'Mechanisms', 'Materials', 'Thermofluids', 'Instrumentation']",0.382,6,1.705,6.091,2.893,3.375,3.217,4.817,3.684,1.667,5.523,5.744,7.637,3.185,3.037,7.193,7.692
"['Mechanisms', 'Dynamics', 'Structures', 'Thermofluids', 'Materials', 'Instrumentation']",0.381,7,1.946,3.711,3.461,2.642,5.942,3.551,4.44,2.186,5.884,4.086,7.935,4.225,4.077,6.58,6.796
"['Mechanisms', 'Structures', 'Dynamics', 'Materials', 'Instrumentation', 'Thermofluids']",0.38,7,1.462,3.758,3.612,3.183,5.845,2.204,5.594,2.756,4.781,3.041,7.767,5.185,4.858,6.502,6.912
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Structures', 'Thermofluids', 'Materials']",0.38,8,1.916,6.069,2.409,1.929,4.377,6.009,2.949,2.163,6.982,5.908,7.373,3.384,2.441,6.994,6.559
"['Mechanisms', 'Dynamics', 'Structures', 'Materials', 'Thermofluids', 'Instrumentation']",0.379,7,1.705,4.048,3.413,2.594,5.557,3.165,5.114,2.186,5.692,3.701,7.935,4.225,4.077,6.58,7.47
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Structures', 'Materials', 'Thermofluids']",0.379,7,1.741,6.315,2.374,1.894,4.096,5.728,3.441,2.163,6.841,5.627,7.373,3.384,2.441,6.994,7.052
"['Dynamics', 'Structures', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Materials']",0.379,6,1.879,5.776,2.785,3.267,3.781,5.471,2.607,1.846,5.895,6.308,7.637,3.364,3.037,7.283,6.525
"['Dynamics', 'Mechanisms', 'Structures', 'Thermofluids', 'Materials', 'Instrumentation']",0.378,7,1.946,5.363,2.883,2.642,4.208,5.203,3.283,1.608,6.38,5.738,7.852,3.068,2.92,7.076,7.291
"['Dynamics', 'Structures', 'Mechanisms', 'Materials', 'Instrumentation', 'Thermofluids']",0.377,6,1.462,6.359,2.701,3.183,3.115,4.805,3.774,1.846,5.561,5.641,7.637,3.364,3.037,7.283,7.692
"['Dynamics', 'Mechanisms', 'Structures', 'Materials', 'Thermofluids', 'Instrumentation']",0.377,7,1.705,5.7,2.835,2.594,3.822,4.817,3.958,1.608,6.187,5.353,7.852,3.068,2.92,7.076,7.966
"['Mechanisms', 'Dynamics', 'Structures', 'Thermofluids', 'Instrumentation', 'Materials']",0.376,8,1.879,3.733,3.304,2.486,6.122,3.819,4.037,2.365,6.063,4.265,7.935,4.404,4.077,6.67,6.303
"['Mechanisms', 'Structures', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Materials']",0.375,8,1.546,3.543,3.432,3.004,6.372,2.853,4.55,3.001,5.167,3.567,7.767,5.43,4.858,6.625,5.745
"['Mechanisms', 'Structures', 'Dynamics', 'Instrumentation', 'Materials', 'Thermofluids']",0.374,8,1.37,3.789,3.397,2.969,6.091,2.572,5.043,3.001,5.026,3.286,7.767,5.43,4.858,6.625,6.237
"['Mechanisms', 'Dynamics', 'Structures', 'Materials', 'Instrumentation', 'Thermofluids']",0.374,7,1.462,4.316,3.221,2.402,5.455,3.152,5.204,2.365,5.73,3.599,7.935,4.404,4.077,6.67,7.47
"['Dynamics', 'Mechanisms', 'Structures', 'Thermofluids', 'Instrumentation', 'Materials']",0.374,8,1.879,5.385,2.726,2.486,4.387,5.471,2.881,1.787,6.559,5.918,7.852,3.247,2.92,7.165,6.799
"['Dynamics', 'Structures', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Materials']",0.371,6,1.546,6.144,2.522,3.004,3.641,5.454,2.73,2.091,5.947,6.168,7.637,3.61,3.037,7.405,6.525
"['Dynamics', 'Mechanisms', 'Structures', 'Materials', 'Instrumentation', 'Thermofluids']",0.371,7,1.462,5.969,2.643,2.402,3.72,4.805,4.047,1.787,6.226,5.251,7.852,3.247,2.92,7.165,7.966
"['Dynamics', 'Structures', 'Mechanisms', 'Instrumentation', 'Materials', 'Thermofluids']",0.37,6,1.37,6.39,2.487,2.969,3.36,5.172,3.222,2.091,5.807,5.887,7.637,3.61,3.037,7.405,7.018
"['Mechanisms', 'Dynamics', 'Structures', 'Instrumentation', 'Thermofluids', 'Materials']",0.368,8,1.546,4.101,3.041,2.223,5.981,3.802,4.16,2.61,6.116,4.125,7.935,4.649,4.077,6.792,6.303
"['Mechanisms', 'Dynamics', 'Structures', 'Instrumentation', 'Materials', 'Thermofluids']",0.367,7,1.37,4.347,3.006,2.188,5.7,3.52,4.652,2.61,5.975,3.844,7.935,4.649,4.077,6.792,6.796
"['Dynamics', 'Mechanisms', 'Structures', 'Instrumentation', 'Thermofluids', 'Materials']",0.366,8,1.546,5.753,2.463,2.223,4.247,5.454,3.003,2.032,6.611,5.777,7.852,3.492,2.92,7.288,6.799
"['Dynamics', 'Mechanisms', 'Structures', 'Instrumentation', 'Materials', 'Thermofluids']",0.365,7,1.37,5.999,2.428,2.188,3.965,5.172,3.496,2.032,6.471,5.496,7.852,3.492,2.92,7.288,7.291
